Opponent 1,Opponent 2,Result,Method,Date
Canelo Alvarez,Abraham Gonzalez,Win,,2005-10-29
Canelo Alvarez,Pablo Alvarado,Win,,2005-11-26
Canelo Alvarez,Miguel Vazquez,Win,,2006-01-21
Canelo Alvarez,Pedro Lopez,Win,,2006-02-24
Canelo Alvarez,Jorge Juarez,Draw,,2006-06-17
Canelo Alvarez,Juan Hernandez,Win,,2006-07-08
Canelo Alvarez,Cristian Hernandez,Win,,2006-09-02
Canelo Alvarez,Francisco Villanueva,Win,,2006-09-09
Canelo Alvarez,Daniel Martinez,Win,,2006-12-02
Canelo Alvarez,Javier Martinez,Win,,2007-03-17
Canelo Alvarez,Ivan Illescas,Win,,2007-03-31
Canelo Alvarez,Victor Emilio Marquez,Win,,2007-05-05
Canelo Alvarez,Jesus Abel Hernandez,Win,,2007-06-16
Canelo Alvarez,Christian Solano,Win,,2007-07-14
Canelo Alvarez,Ricardo Cano,Win,,2007-08-25
Canelo Alvarez,Sean Holley,Win,,2007-12-08
Canelo Alvarez,Axel Rodrigo Solis,Win,,2008-02-15
Canelo Alvarez,Francisco Villanueva,Win,,2008-03-14
Canelo Alvarez,Gabriel Martinez,Win,,2008-04-05
Canelo Alvarez,Francisco Villanueva,Win,,2008-06-06
Canelo Alvarez,Miguel Vazquez,Win,,2008-06-28
Canelo Alvarez,Carlos Adan Jerez,Win,,2008-08-30
Canelo Alvarez,Larry Mosley,Win,,2008-10-24
Canelo Alvarez,Raul Pinzon,Win,,2008-12-05
Canelo Alvarez,Luis Antonio Fitch,Win,,2009-01-17
Canelo Alvarez,Euri Gonzalez,Win,,2009-02-21
Canelo Alvarez,Michel Rosales Hernandez,Win,,2009-04-11
Canelo Alvarez,Jeferson Luis Goncalo,Win,,2009-06-20
Canelo Alvarez,Marat Khuzeev,Win,,2009-08-15
Canelo Alvarez,Carlos Leonardo Herrera,Win,,2009-09-15
Canelo Alvarez,Lanardo Tyner,Win,,2009-12-05
Canelo Alvarez,Brian Camechis,Win,,2010-03-06
Canelo Alvarez,Jose Miguel Cotto,Win,,2010-05-01
Canelo Alvarez,Luciano Leonel Cuello,Win,,2010-07-10
Canelo Alvarez,Carlos Manuel Baldomir,Win,,2010-09-18
Canelo Alvarez,Lovemore Ndou,Win,,2010-12-04
Canelo Alvarez,Matthew Hatton,Win,,2011-03-05
Canelo Alvarez,Ryan Rhodes,Win,,2011-06-18
Canelo Alvarez,Alfonso Gomez,Win,,2011-09-17
Canelo Alvarez,Kermit Cintron,Win,,2011-11-26
Canelo Alvarez,Shane Mosley,Win,,2012-05-05
Canelo Alvarez,Josesito Lopez,Win,,2012-09-15
Canelo Alvarez,Austin Trout,Win,,2013-04-20
Canelo Alvarez,Floyd Mayweather Jr,Loss,,2013-09-14
Canelo Alvarez,Alfredo Angulo,Win,,2014-03-08
Canelo Alvarez,Erislandy Lara,Win,,2014-07-12
Canelo Alvarez,James Kirkland,Win,,2015-05-09
Canelo Alvarez,Miguel Cotto,Win,,2015-11-21
Canelo Alvarez,Amir Khan,Win,,2016-05-07
Canelo Alvarez,Liam Smith,Win,,2016-09-17
Canelo Alvarez,Julio Cesar Chavez Jr,Win,,2017-05-06
Canelo Alvarez,Gennadiy Golovkin,Draw,,2017-09-16
Canelo Alvarez,Gennadiy Golovkin,Win,,2018-09-15
Canelo Alvarez,Rocky Fielding,Win,,2018-12-15
Canelo Alvarez,Daniel Jacobs,Win,,2019-05-04
Canelo Alvarez,Sergey Kovalev,Win,,2019-11-02
Canelo Alvarez,Callum Smith,Win,,2020-12-19
Canelo Alvarez,Avni Yildirim,Win,,2021-02-27
Canelo Alvarez,Billy Joe Saunders,Win,,2021-05-08
Canelo Alvarez,Caleb Plant,Win,,2021-11-06
Canelo Alvarez,Dmitrii Bivol,Loss,,2022-05-07
Canelo Alvarez,Gennadiy Golovkin,Win,,2022-09-17
Canelo Alvarez,John Ryder,Win,,2023-05-06
Canelo Alvarez,Jermell Charlo,Win,,2023-09-30
Canelo Alvarez,Jaime Munguia,Win,,2024-05-24
Canelo Alvarez,Edgar Berlanga,Win,,2024-09-24
Canelo Alvarez,William Scull,Win,,2025-05-25
Canelo Alvarez,Terence Crawford,Loss,,2025-09-13
Israil Madrimov,Vladimir Hernandez,Win,,2018-11-24
Israil Madrimov,Frank Rojas,Win,,2019-03-09
Israil Madrimov,Norberto Gonzalez,Win,,2019-06-08
Israil Madrimov,Alejandro Barrera,Win,,2019-10-05
Israil Madrimov,Charlie Navarro,Win,,2020-02-29
Israil Madrimov,Eric Walker,Win,,2020-08-15
Israil Madrimov,Emmany Kalombo,Win,,2021-04-03
Israil Madrimov,Michel Soro,Win,,2021-12-17
Israil Madrimov,Michel Soro,Draw,,2022-07-09
Israil Madrimov,Raphael Igbokwe,Win,,2023-04-08
Israil Madrimov,Magomed Kurbanov,Win,,2024-03-08
Israil Madrimov,Terence Crawford,Loss,,2024-08-03
Israil Madrimov,Vergil Ortiz Jr,Loss,,2025-02-22
Errol Spence Jr.,Jonathan Garcia,Win,,2012-11-09
Errol Spence Jr.,Richard Andrews,Win,,2012-12-15
Errol Spence Jr.,Nathan Butcher,Win,,2013-01-26
Errol Spence Jr.,Luis Torres,Win,,2013-03-02
Errol Spence Jr.,Brandon Hoskins,Win,,2013-05-03
Errol Spence Jr.,Guillermo Ibarra,Win,,2013-06-01
Errol Spence Jr.,Eddie Cordova,Win,,2013-07-20
Errol Spence Jr.,Jesus Tavera,Win,,2013-09-12
Errol Spence Jr.,Emmanuel Lartey,Win,,2013-10-14
Errol Spence Jr.,Gerardo Cuevas,Win,,2013-12-13
Errol Spence Jr.,Peter Oluoch,Win,,2014-02-10
Errol Spence Jr.,Raymond Charles,Win,,2014-04-18
Errol Spence Jr.,Ronald Cruz,Win,,2014-06-27
Errol Spence Jr.,Noe Bolanos,Win,,2014-09-11
Errol Spence Jr.,Francisco Javier Castro,Win,,2014-12-13
Errol Spence Jr.,Samuel Vargas,Win,,2015-04-11
Errol Spence Jr.,Phil Lo Greco,Win,,2015-06-20
Errol Spence Jr.,Chris van Heerden,Win,,2015-09-11
Errol Spence Jr.,Alejandro Barrera,Win,,2015-11-28
Errol Spence Jr.,Chris Algieri,Win,,2016-04-16
Errol Spence Jr.,Leonard Bundu,Win,,2016-08-21
Errol Spence Jr.,Kell Brook,Win,,2017-05-27
Errol Spence Jr.,Lamont Peterson,Win,,2018-01-20
Errol Spence Jr.,Carlos Ocampo,Win,,2018-06-16
Errol Spence Jr.,Mikey Garcia,Win,,2019-03-16
Errol Spence Jr.,Shawn Porter,Win,,2019-09-28
Errol Spence Jr.,Danny Garcia,Win,,2020-12-05
Errol Spence Jr.,Yordenis Ugas,Win,,2022-04-16
Errol Spence Jr.,Terence Crawford,Loss,,2023-07-29
David Avanesyan,Vazgen Agadzhanyan,Win,,2009-06-12
David Avanesyan,Andrey Klimov,Loss,,2009-07-11
David Avanesyan,Dmytro Luganskyy,Win,,2009-08-21
David Avanesyan,Rustam Shidginov,Win,,2010-03-17
David Avanesyan,Armen Israelyan,Win,,2010-05-27
David Avanesyan,Ivan Kaberkon,Win,,2010-08-24
David Avanesyan,Lochinbek Khusanov,Win,,2010-11-27
David Avanesyan,Movsar Kotiev,Win,,2011-03-26
David Avanesyan,Ruslan Khayrtdinov,Win,,2011-05-28
David Avanesyan,Samuel Kamau,Win,,2011-07-30
David Avanesyan,Bogdan Bondarenko,Win,,2011-11-19
David Avanesyan,James Onyango,Win,,2012-03-16
David Avanesyan,Roman Seliverstov,Win,,2012-10-13
David Avanesyan,Mykola Korenev,Win,,2013-02-16
David Avanesyan,Aslanbek Kozaev,Draw,,2013-03-16
David Avanesyan,Bogdan Protsyshyn,Win,,2013-05-15
David Avanesyan,Fariz Kazimov,Win,,2013-08-30
David Avanesyan,Carlos Leonardo Herrera,Win,,2013-11-04
David Avanesyan,Kaizer Mabuza,Win,,2014-04-18
David Avanesyan,Ramon De La Cruz Sena,Win,,2014-09-26
David Avanesyan,Laszlo Fazekas,Win,,2014-12-07
David Avanesyan,Dean Byrne,Win,,2015-06-27
David Avanesyan,Charlie Navarro,Win,,2015-11-07
David Avanesyan,Shane Mosley,Win,,2016-05-28
David Avanesyan,Lamont Peterson,Loss,,2017-02-18
David Avanesyan,Serge Ambomo,Win,,2017-12-09
David Avanesyan,Egidijus Kavaliauskas,Loss,,2018-02-16
David Avanesyan,Kerman Lejarraga,Win,,2019-03-30
David Avanesyan,Kerman Lejarraga,Win,,2019-09-28
David Avanesyan,Jose del Rio,Win,,2019-12-12
David Avanesyan,Josh Kelly,Win,,2021-02-20
David Avanesyan,Liam Taylor,Win,,2021-10-02
David Avanesyan,Oskari Metz,Win,,2022-03-19
David Avanesyan,Terence Crawford,Loss,,2022-12-10
David Avanesyan,Serge Ambomo,Win,,2023-12-20
David Avanesyan,Jaron Ennis,Loss,,2024-07-13
David Avanesyan,Sadudee Srimueang,Win,,2024-12-29
Shawn Porter,Norman Johnson,Win,,2008-10-03
Shawn Porter,Toris Smith,Win,,2008-11-01
Shawn Porter,Charles Phillip Hammac,Win,,2008-11-22
Shawn Porter,Tommy Stepp,Win,,2009-01-24
Shawn Porter,Cory Jones,Win,,2009-02-06
Shawn Porter,Abdias Castillo,Win,,2009-03-14
Shawn Porter,Eloy Suarez,Win,,2009-04-03
Shawn Porter,Sammy Sparkman,Win,,2009-04-25
Shawn Porter,Brandon Wooten,Win,,2009-06-19
Shawn Porter,Lamar Harris,Win,,2009-08-29
Shawn Porter,Jerome Ellis,Win,,2009-11-21
Shawn Porter,Jamar Patterson,Win,,2009-12-18
Shawn Porter,Russell Jordan,Win,,2010-02-19
Shawn Porter,Raul Pinzon,Win,,2010-04-16
Shawn Porter,Robert Kliewer,Win,,2010-05-22
Shawn Porter,Ray Robinson,Win,,2010-07-16
Shawn Porter,Hector Munoz,Win,,2010-10-15
Shawn Porter,Anges Adjaho,Win,,2011-02-18
Shawn Porter,Patrick Thompson,Win,,2012-04-28
Shawn Porter,Alfonso Gomez,Win,,2012-07-28
Shawn Porter,Julio Diaz,Draw,,2012-12-15
Shawn Porter,Phil Lo Greco,Win,,2013-05-18
Shawn Porter,Julio Diaz,Win,,2013-09-12
Shawn Porter,Devon Alexander,Win,,2013-12-07
Shawn Porter,Paul Malignaggi,Win,,2014-04-19
Shawn Porter,Kell Brook,Loss,,2014-08-16
Shawn Porter,Erick Bone,Win,,2015-03-13
Shawn Porter,Adrien Broner,Win,,2015-06-20
Shawn Porter,Keith Thurman,Loss,,2016-06-25
Shawn Porter,Andre Berto,Win,,2017-04-22
Shawn Porter,Adrian Granados,Win,,2017-11-04
Shawn Porter,Danny Garcia,Win,,2018-09-08
Shawn Porter,Yordenis Ugas,Win,,2019-03-09
Shawn Porter,Errol Spence Jr,Loss,,2019-09-28
Shawn Porter,Sebastian Formella,Win,,2020-08-22
Shawn Porter,Terence Crawford,Loss,,2021-11-20
Kell Brook,Peter Buckley,Win,PTS,2004-09-17
Kell Brook,Andy Cosnett,Win,TKO,2004-10-29
Kell Brook,Leeroy Williamson,Win,TKO,2004-11-09
Kell Brook,Brian Coleman,Win,TKO,2004-12-10
Kell Brook,Karl Taylor,Win,PTS,2004-12-19
Kell Brook,Lea Handley,Win,PTS,2005-03-04
Kell Brook,Ernie Smith,Win,PTS,2005-05-15
Kell Brook,Jonathan Whiteman,Win,TKO,2005-07-09
Kell Brook,Ernie Smith,Win,PTS,2005-09-10
Kell Brook,David Kirk,Win,TKO,2006-12-09
Kell Brook,Aleksei Stoda,Win,PTS,2007-10-06
Kell Brook,Darren Gethin,Win,RTD,2008-03-22
Kell Brook,Barrie Jones,Win,TKO,2008-06-14
Kell Brook,Kevin McIntyre,Win,TKO,2008-11-14
Kell Brook,Stuart Elwell,Win,TKO,2009-01-30
Kell Brook,Michael Lomax,Win,TKO,2009-07-18
Kell Brook,Krzysztof Bienias,Win,TKO,2010-03-12
Kell Brook,Michael Jennings,Win,TKO,2010-09-18
Kell Brook,Philip Kotey,Win,TKO,2010-12-11
Kell Brook,Lovemore Ndou,Win,UD,2011-06-25
Kell Brook,Rafal Jackiewicz,Win,TKO,2011-10-08
Kell Brook,Luis Galarza,Win,TKO,2011-12-17
Kell Brook,Matthew Hatton,Win,UD,2012-03-17
Kell Brook,Carson Jones,Win,MD,2012-07-07
Kell Brook,Hector David Saldivia,Win,TKO,2012-10-20
Kell Brook,Carson Jones,Win,TKO,2013-07-13
Kell Brook,Vyacheslav Senchenko,Win,TKO,2013-10-26
Kell Brook,Alvaro Robles,Win,TKO,2014-03-15
Kell Brook,Shawn Porter,Win,MD,2014-08-16
Kell Brook,Ionut Dan Ion,Win,RTD,2015-03-28
Kell Brook,Frankie Gavin,Win,TKO,2015-05-30
Kell Brook,Kevin Bizier,Win,TKO,2016-03-26
Kell Brook,Gennadiy Golovkin,Loss,TKO,2016-09-10
Kell Brook,Errol Spence Jr,Loss,KO,2017-05-27
Kell Brook,Sergey Rabchenko,Win,KO,2018-03-03
Kell Brook,Michael Zerafa,Win,UD,2018-12-08
Kell Brook,Mark DeLuca,Win,KO,2020-02-08
Kell Brook,Terence Crawford,Loss,TKO,2020-11-14
Kell Brook,Amir Khan,Win,TKO,2022-02-19
Egidijus Kavaliauskas,Souleymane Cissokho,Loss,UD,2025-05-10
Egidijus Kavaliauskas,Jose Marruffo,Win,KO,2023-12-14
Egidijus Kavaliauskas,Mykal Fox,Win,UD,2022-10-08
Egidijus Kavaliauskas,Vergil Ortiz Jr,Loss,TKO,2021-08-14
Egidijus Kavaliauskas,Mikael Zewski,Win,TKO,2020-09-12
Egidijus Kavaliauskas,Terence Crawford,Loss,TKO,2019-12-14
Egidijus Kavaliauskas,Ray Robinson,Draw,MD,2019-03-30
Egidijus Kavaliauskas,Roberto Arriaza,Win,KO,2018-11-16
Egidijus Kavaliauskas,Juan Carlos Abreu,Win,UD,2018-07-07
Egidijus Kavaliauskas,David Avanesyan,Win,TKO,2018-02-16
Egidijus Kavaliauskas,Mahonri Montes,Win,TKO,2017-09-22
Egidijus Kavaliauskas,Daniel Echeverria,Win,KO,2017-05-26
Egidijus Kavaliauskas,Ramses Agaton,Win,KO,2017-04-08
Egidijus Kavaliauskas,Cameron Krael,Win,UD,2016-10-14
Egidijus Kavaliauskas,Jeremy Bryan,Win,TKO,2016-07-16
Egidijus Kavaliauskas,Deniz Ilbay,Win,UD,2016-04-09
Egidijus Kavaliauskas,Prenice Brewer,Win,KO,2016-02-13
Egidijus Kavaliauskas,Pablo Munguia,Win,KO,2015-12-12
Egidijus Kavaliauskas,Jake Giuriceo,Win,TKO,2015-11-07
Egidijus Kavaliauskas,Jaime Herrera,Win,KO,2014-12-13
Egidijus Kavaliauskas,Eduardo Flores,Win,TKO,2014-09-20
Egidijus Kavaliauskas,Benjamin Whitaker,Win,KO,2014-08-09
Egidijus Kavaliauskas,Larry Ventus,Win,TKO,2014-06-14
Egidijus Kavaliauskas,James Harrison,Win,TKO,2014-03-29
Egidijus Kavaliauskas,Peter Haro,Win,TKO,2013-10-11
Egidijus Kavaliauskas,Jason Thompson,Win,TKO,2013-08-17
Egidijus Kavaliauskas,Luis Borrego,Win,TKO,2013-06-08
Egidijus Kavaliauskas,Eridanni Leon,Win,UD,2013-03-16
Amir Khan,Kell Brook,Loss,TKO,2022-02-19
Amir Khan,Billy Dib,Win,TKO,2019-07-12
Amir Khan,Terence Crawford,Loss,TKO,2019-04-20
Amir Khan,Samuel Vargas,Win,UD,2018-09-08
Amir Khan,Phil Lo Greco,Win,TKO,2018-04-21
Amir Khan,Saul Alvarez,Loss,KO,2016-05-07
Amir Khan,Chris Algieri,Win,UD,2015-05-29
Amir Khan,Devon Alexander,Win,UD,2014-12-13
Amir Khan,Luis Collazo,Win,UD,2014-05-03
Amir Khan,Julio Diaz,Win,UD,2013-04-27
Amir Khan,Carlos Molina,Win,RTD,2012-12-15
Amir Khan,Danny Garcia,Loss,TKO,2012-07-14
Amir Khan,Lamont Peterson,Loss,SD,2011-12-10
Amir Khan,Zab Judah,Win,KO,2011-07-23
Amir Khan,Paul McCloskey,Win,TD,2011-04-16
Amir Khan,Marcos Maidana,Win,UD,2010-12-11
Amir Khan,Paul Malignaggi,Win,TKO,2010-05-15
Amir Khan,Dmitriy Salita,Win,TKO,2009-12-05
Amir Khan,Andriy Kotelnik,Win,UD,2009-07-18
Amir Khan,Marco Antonio Barrera,Win,TD,2009-03-14
Amir Khan,Oisin Fagan,Win,TKO,2008-12-06
Amir Khan,Breidis Prescott,Loss,KO,2008-09-06
Amir Khan,Michael Gomez,Win,TKO,2008-06-21
Amir Khan,Martin Kristjansen,Win,TKO,2008-04-05
Amir Khan,Gairy St Clair,Win,UD,2008-02-02
Amir Khan,Graham Earl,Win,TKO,2007-12-08
Amir Khan,Scott Lawton,Win,TKO,2007-10-06
Amir Khan,Willie Limond,Win,RTD,2007-07-14
Amir Khan,Stefy Bull,Win,TKO,2007-04-07
Amir Khan,Mohammed Medjadji,Win,TKO,2007-02-17
Amir Khan,Rachid Drilzane,Win,UD,2006-12-09
Amir Khan,Ryan Barrett,Win,TKO,2006-09-02
Amir Khan,Colin Bain,Win,TKO,2006-07-08
Amir Khan,Laszlo Komjathi,Win,PTS,2006-05-20
Amir Khan,Jackson Williams,Win,TKO,2006-02-25
Amir Khan,Vitali Martynau,Win,TKO,2006-01-28
Amir Khan,Daniel Thorpe,Win,TKO,2005-12-10
Amir Khan,Steve Gethin,Win,TKO,2005-11-05
Amir Khan,Baz Carey,Win,PTS,2005-09-10
Amir Khan,David Bailey,Win,TKO,2005-07-16
Jose Benavidez Jr,Danny Rosenberger,NC,NC,2025-02-01
Jose Benavidez Jr,Jermall Charlo,Loss,UD,2023-11-25
Jose Benavidez Jr,Sladan Janjanin,Win,TKO,2023-08-12
Jose Benavidez Jr,Danny Garcia,Loss,MD,2022-07-30
Jose Benavidez Jr,Francisco Emanuel Torres,Draw,MD,2021-11-13
Jose Benavidez Jr,Terence Crawford,Loss,TKO,2018-10-13
Jose Benavidez Jr,Frank Rojas,Win,KO,2018-06-09
Jose Benavidez Jr,Matthew Strode,Win,TKO,2018-02-03
Jose Benavidez Jr,Francisco Santana,Win,UD,2016-07-23
Jose Benavidez Jr,Sidney Siqueira,Win,UD,2015-12-12
Jose Benavidez Jr,Jorge Paez Jr,Win,TKO,2015-05-15
Jose Benavidez Jr,Mauricio Herrera,Win,UD,2014-12-13
Jose Benavidez Jr,Henry Auraad,Win,TKO,2014-07-26
Jose Benavidez Jr,Angel Hernandez,Win,UD,2014-05-17
Jose Benavidez Jr,Prince Doku Jr,Win,UD,2014-03-29
Jose Benavidez Jr,Abraham Alvarez,Win,TKO,2013-11-16
Jose Benavidez Jr,Pavel Miranda,Win,UD,2012-10-13
Jose Benavidez Jr,Javier Loya,Win,TKO,2012-08-04
Jose Benavidez Jr,Josh Sosa,Win,UD,2012-05-26
Jose Benavidez Jr,Samuel Santana,Win,UD,2011-11-12
Jose Benavidez Jr,Dedrick Bell,Win,KO,2011-09-17
Jose Benavidez Jr,Corey Alarcon,Win,TKO,2011-06-11
Jose Benavidez Jr,James Hope,Win,TKO,2011-05-07
Jose Benavidez Jr,Fernando Rodriguez,Win,UD,2011-01-22
Jose Benavidez Jr,Winston Mathis,Win,TKO,2010-11-13
Jose Benavidez Jr,Manuel Delcid,Win,TKO,2010-09-11
Jose Benavidez Jr,Josh Beeman,Win,KO,2010-06-26
Jose Benavidez Jr,Ronnie Peterson,Win,KO,2010-05-29
Jose Benavidez Jr,Arnoldo Pacheco,Win,TKO,2010-05-08
Jose Benavidez Jr,Scott Paul,Win,TKO,2010-04-10
Jose Benavidez Jr,Robert Hill,Win,TKO,2010-03-12
Jose Benavidez Jr,John Michael Vega,Win,TKO,2010-02-13
Jose Benavidez Jr,Steven Cox,Win,TKO,2010-01-16
Jeff Horn,Tim Tszyu,Loss,TKO,2020-08-26
Jeff Horn,Michael Zerafa,Win,MD,2019-12-18
Jeff Horn,Michael Zerafa,Loss,TKO,2019-08-31
Jeff Horn,Anthony Mundine,Win,KO,2018-11-30
Jeff Horn,Terence Crawford,Loss,TKO,2018-06-09
Jeff Horn,Gary Corcoran,Win,TKO,2017-12-13
Jeff Horn,Manny Pacquiao,Win,UD,2017-07-02
Jeff Horn,Ali Funeka,Win,TKO,2016-12-10
Jeff Horn,Rico Mueller,Win,TKO,2016-10-21
Jeff Horn,Randall Bailey,Win,RTD,2016-04-27
Jeff Horn,Ahmed El Mousaoui,Win,UD,2015-12-05
Jeff Horn,Alfredo Rodolfo Blanco,Win,UD,2015-10-15
Jeff Horn,Viktor Plotnikov,Win,TD,2015-08-01
Jeff Horn,Richmond Djarbeng,Win,TKO,2015-06-13
Jeff Horn,Robson Assis,Win,KO,2014-12-06
Jeff Horn,Fernando Ferreira da Silva,Win,UD,2014-07-05
Jeff Horn,Rivan Cesaire,Win,TKO,2014-03-19
Jeff Horn,Naoufel Ben Rabeh,Win,UD,2013-12-06
Jeff Horn,Aswin Tjabui,Win,TKO,2013-11-16
Jeff Horn,Samuel Colomban,Win,KO,2013-09-12
Jeff Horn,Rivan Cesaire,Draw,TD,2013-08-08
Jeff Horn,Rangson Poonsang,Win,TKO,2013-05-09
Jeff Horn,Torin Rophia,Win,KO,2013-04-27
Jeff Horn,Jody Allen,Win,TKO,2013-03-01
Julius Indongo,Richard Mtangi,Loss,KO,2024-01-27
Julius Indongo,Vakhid Abbasov,Loss,UD,2023-09-06
Julius Indongo,Ivan Kozlovsky,Loss,RTD,2023-05-27
Julius Indongo,Khariton Agrba,Loss,KO,2022-11-19
Julius Indongo,Mirzakamol Nematov,Loss,UD,2022-07-15
Julius Indongo,Sherif Kasongo,Win,RTD,2022-02-26
Julius Indongo,Chris Jenkins,Loss,PTS,2022-02-05
Julius Indongo,Hassan Mwakinyo,Loss,TKO,2021-09-03
Julius Indongo,Daniyar Yeleussinov,Loss,TKO,2020-11-27
Julius Indongo,Carltavius Jones Johnson,Win,TKO,2019-08-03
Julius Indongo,Regis Prograis,Loss,TKO,2018-03-09
Julius Indongo,Terence Crawford,Loss,KO,2017-08-19
Julius Indongo,Ricky Burns,Win,UD,2017-04-15
Julius Indongo,Eduard Troyanovsky,Win,KO,2016-12-03
Julius Indongo,Fabian Lyimo,Win,TKO,2016-08-06
Julius Indongo,Allan Kamote,Win,TKO,2016-03-26
Julius Indongo,Zolani Marali,Win,UD,2015-10-03
Julius Indongo,Ibrahim Class Mgender,Win,UD,2015-03-20
Julius Indongo,Kaizer Mabuza,Win,UD,2014-12-06
Julius Indongo,Ishmael Takudzwa Kuchocha,Win,TKO,2014-07-26
Julius Indongo,Joel Mwewa,Win,KO,2014-03-01
Julius Indongo,Nelson Banda,Win,PTS,2013-05-11
Julius Indongo,Abias Silipumbwe,Win,KO,2013-03-20
Julius Indongo,James Onyango,Win,TKO,2012-10-12
Julius Indongo,Meshack Kondwani,Win,TKO,2012-03-20
Julius Indongo,Silas Mandeya,Win,UD,2011-11-05
Julius Indongo,Peter Malakia,Win,TKO,2011-06-11
Julius Indongo,Samuel Kapapu,Win,UD,2011-03-19
Julius Indongo,Lawrence Moyo,Win,TKO,2010-08-07
Julius Indongo,Samuel Kapapu,Win,UD,2010-05-29
Julius Indongo,Festus N Simon,Win,MD,2010-03-20
Julius Indongo,Daniel Hosea,Win,TKO,2009-10-31
Julius Indongo,Pohamba Mandume,Win,UD,2009-09-12
Julius Indongo,Pohamba Mandume,Win,PTS,2009-07-25
Felix Diaz,Abrahan Peralta,Win,KO,2019-03-16
Felix Diaz,Francisco Santana,Loss,MD,2018-04-27
Felix Diaz,Terence Crawford,Loss,RTD,2017-05-20
Felix Diaz,Lebin Morales,Win,TKO,2016-12-16
Felix Diaz,Sammy Vasquez,Win,UD,2016-07-16
Felix Diaz,Lamont Peterson,Loss,MD,2015-10-17
Felix Diaz,Gabriel Bracero,Win,UD,2015-04-11
Felix Diaz,Adrian Granados,Win,MD,2014-11-21
Felix Diaz,Emmanuel Lartey,Win,SD,2014-04-18
Felix Diaz,Edgar Llanes,Win,KO,2013-08-17
Felix Diaz,Ricardo Veras,Win,TKO,2013-06-08
Felix Diaz,Wilfredo Acuna,Win,UD,2012-07-21
Felix Diaz,Javier Perez,Win,UD,2012-05-18
Felix Diaz,Larry Smith,Win,UD,2011-09-16
Felix Diaz,Andrey Berdyshev,Win,TKO,2011-03-26
Felix Diaz,Edixon Garcia,Win,TD,2010-11-29
Felix Diaz,Alex Perez,Win,TKO,2010-08-21
Felix Diaz,Broderick Antoine,Win,TKO,2010-07-14
Felix Diaz,Orlando Membreno,Win,UD,2010-03-12
Felix Diaz,Bronislav Kubin,Win,KO,2010-01-23
Felix Diaz,Vyacheslav Yakovenko,Win,UD,2009-10-24
Felix Diaz,Omar Brown,Win,TKO,2009-09-18
Felix Diaz,Hugo Pacheco,Win,TKO,2009-06-29
John Molina Jr,Abrahan Peralta,Win,KO,2019-03-16
John Molina Jr,Omar Figueroa Jr,Loss,UD,2019-02-16
John Molina Jr,Ivan Redkach,Win,KO,2017-12-15
John Molina Jr,Terence Crawford,Loss,TKO,2016-12-10
John Molina Jr,Ruslan Provodnikov,Win,UD,2016-06-11
John Molina Jr,Jorge Romero,Win,TKO,2015-11-28
John Molina Jr,Adrien Broner,Loss,UD,2015-03-07
John Molina Jr,Humberto Soto,Loss,UD,2014-09-13
John Molina Jr,Lucas Martin Matthysse,Loss,KO,2014-04-26
John Molina Jr,Jorge Pimentel,Win,KO,2013-11-16
John Molina Jr,Mickey Bey,Win,TKO,2013-07-19
John Molina Jr,Andrey Klimov,Loss,MD,2013-06-07
John Molina Jr,Dannie Williams,Win,KO,2013-01-11
John Molina Jr,Antonio DeMarco,Loss,TKO,2012-09-08
John Molina Jr,Miguel Angel Munguia,Win,UD,2012-06-23
John Molina Jr,Robert Franckel,Win,RTD,2011-06-24
John Molina Jr,Alejandro Rodriguez,Win,TKO,2011-05-28
John Molina Jr,Henry Lundy,Win,TKO,2010-07-09
John Molina Jr,Jose Antonio Izquierdo,Win,KO,2010-04-24
John Molina Jr,Ricardo Medina,Win,KO,2010-03-05
John Molina Jr,Martin Honorio,Loss,UD,2009-11-28
John Molina Jr,Efren Hinojosa,Win,KO,2009-09-26
John Molina Jr,Frankie Archuleta,Win,TKO,2009-05-16
John Molina Jr,Carlos Vinan,Win,TKO,2009-03-27
John Molina Jr,Joshua Allotey,Win,KO,2009-02-06
John Molina Jr,Fernando Omar Lizarraga,Win,RTD,2008-11-20
John Molina Jr,Eddie Brooks,Win,UD,2008-09-05
John Molina Jr,Luis Alfredo Lugo,Win,TKO,2008-05-23
John Molina Jr,Carlos Madrid,Win,UD,2008-03-28
John Molina Jr,Baladan Trevizo,Win,TKO,2008-02-15
John Molina Jr,Eddie Brooks,Win,KO,2007-12-28
John Molina Jr,Ron Boyd,Win,TKO,2007-08-18
John Molina Jr,Marcus Brashears,Win,UD,2007-06-22
John Molina Jr,Rudy Paz,Win,TKO,2007-01-27
John Molina Jr,Odilon Rivera Meza,Win,TKO,2006-11-16
John Molina Jr,Julio Chavez,Win,UD,2006-09-14
John Molina Jr,Ramiro Torres,Win,KO,2006-07-14
John Molina Jr,Ignacio Flores,Win,KO,2006-05-05
John Molina Jr,Lester Balmores,Win,KO,2006-03-31
Viktor Postol,Andres Ramon Tejada,Win,UD,2025-01-25
Viktor Postol,Elvis Rodriguez,Loss,TKO,2023-07-15
Viktor Postol,Gary Antuanne Russell,Loss,TKO,2022-02-26
Viktor Postol,Jose Carlos Ramirez,Loss,MD,2020-08-29
Viktor Postol,Mohamed Mimoune,Win,UD,2019-04-27
Viktor Postol,Siar Ozgul,Win,PTS,2018-11-03
